,name,rating,type,ailment_tokens,positive_effects,negative_effects,description,effects,flavors,strain_id
1405,Warlock,2.5,hybrid,"['depression', 'pain', 'stress', 'headache', 'inflammation']","Relaxed, Euphoric, Happy, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Warlock is an indica-dominant strain bred by Magus Genetics through crossing Skunk and Afghani varieties. Its stimulating, focused buzz sharpens the mind against inattention and boredom, and may help those struggling with ADD/ADHD. With a sweet and sour aroma, Warlocks ushers in its mellow stress-relieving and engaged effects. Some Warlock varieties have been bred to contain higher levels of CBD to ward off pain, inflammation, and other ailments. Indoor Warlock plants finish flowering in 55 to 60 days, or at the end of October in outdoor gardens.","Relaxed,Hungry,Happy,Euphoric,Uplifted","Berry, Flowery, Pine",1405
1406,Watermelon,3.86,indica,"['depression', 'insomnia', 'pain', 'stress', 'lack', 'appetite', 'headache']","Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Watermelon is an 80% indica strain. Its large, dense buds are valued for their high THC content and relaxing effects, useful as a sleeping aid or appetite stimulant. As the name suggests, this strain has a distinct fruity watermelon flavor profile, reminiscent of grape with hashy undertones. Watermelon is prized by growers for its high yield and potency, requiring 55 to 60 days flowering time.","Relaxed,Happy,Hungry,Sleepy,Euphoric","Sweet, Berry, Tropical",1406
1407,Webster,3.86,sativa,"['pain', 'stress', 'headache', 'eye', 'pressure', 'inflammation']","Relaxed, Happy, Talkative, Uplifted, Sleepy",Not Available,"Webster is a stimulating sativa with uplifting elements off the get-go. This strain is immediately motivating, encouraging physical activity from chores to hitting the gym. Flavors of citrus and sweetness are noted on the exhale, and are accompanied by appetite stimulation and an “empty-head” type of stress relief. Webster is ideal for consumers suffering from stress and fatigue, but should be avoided before bed.","Relaxed,Uplifted,Happy,Sleepy,Talkative","Citrus, Earthy, Skunk",1407
1408,Wedding Cake,4.32,hybrid,"['depression', 'insomnia', 'pain', 'stress', 'lack', 'appetite', 'headache']","Relaxed, Euphoric, Happy, Creative, Uplifted","Paranoid, Dry Eyes, Anxious","Wedding Cake, also known as Pink Cookies, is the familial genetic cross of Girl Scout Cookies and Cherry Pie. This delectable treat is rich with tangy sweet earth and pepper, taking notes and dimension from its OG and Durban Poison parentage. Enjoy this double dose of dense dankness with care, as certain farms have noted THC content upwards of 25% or greater.","Relaxed,Happy,Euphoric,Uplifted,Focused","Sweet, Earthy, Pungent",1408
1409,West Coast Dawg,4.55,indica,"['pain', 'stress']","Relaxed, Euphoric, Sleepy, Aroused",Dry Mouth,"West Coast Dawg is a thoroughbred West Coast local that harnesses the potency of Chemdawg while remaining indica-dominant in effect. The flavor and powerful onset howl Chemdawg, exhibiting flavors of fuel, chemicals, pine, and a floral undertone that speaks to its latent Kush genetics. The addition of USA Humboldt provides an enjoyable relaxation on the body that is amplified by Chemdawg’s inherent potency, leading to powerful sedation with continued use. Enjoy this strain near the end of the day, as it will gladly lock you to your couch while curbing stress and pain, stimulating appetite, and encouraging rest.","Relaxed,Happy,Euphoric,Uplifted,Creative","Sweet, Tropical, Woody",1409
1410,Wet Dream,3.64,sativa,"['depression', 'pain', 'stress', 'lack', 'appetite', 'nausea', 'headache']","Euphoric, Happy, Creative, Energetic, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","Wet Dream, native to San Diego, California, is a sativa-dominant cross between Blue Dream and OB Haze (Ocean Beach Haze). While its ever-so appealing name might lead you to believe this strain is best for late night indulgence, the upbeat jolt of energy Wet Dream provides is favored by many for daytime use. Its uplifting cerebral effects are ushered in by a spicy lemongrass aroma and a woody pine flavor. While Haze hybrids tend to induce racing euphoria that can be a bit jarring for some, the Blue Dream genetics bring a mellow, relaxing quality to the experience to help curb stress and anxiety.","Uplifted,Energetic,Happy,Euphoric,Creative","Spicy/Herbal, Woody, Lemon",1410
1411,Whitaker Blues,3.18,indica,"['depression', 'insomnia', 'pain', 'stress', 'fatigue']","Relaxed, Euphoric, Happy, Sleepy",Dry Mouth,"Whitaker Blues is a classic indica-dominant strain that blends genetics from Quimby (a West Coast indica) and Blueberry. Breeder DJ Short is famous for his Blueberry line, but this strain was actually developed by his son, JD. A true indica in appearance and effect, Whitaker Blues grows into stout bushy plants and delivers a sedating stone that leaves you feeling heavy with dreamy bliss. Its flavors can span the entire spectrum of sweetness, so you may find yourself detecting anything from floral vanilla to fruity citrus. Whitaker Blues’ effects are initially enlivening but taper down into a deep transcendental calm conducive for meditation or lazy days.","Relaxed,Sleepy,Happy,Uplifted,Euphoric","Sweet, Apple, Pear",1411
1412,White 99,3.86,hybrid,"['depression', 'insomnia', 'stress', 'fatigue', 'headache']","Relaxed, Euphoric, Happy, Creative, Uplifted","Dry Mouth, Dry Eyes, Anxious","White 99 is a potent hybrid cross of polar opposites. The offspring of Cinderella 99 and The White, this hybrid takes after its ancestors in both aroma and effect. Smelling of tropical citrus and pine, White 99 elevates mood and quashes depression. Its flavor is fresh and bright, tasting mostly of tart orange and lemon with a Kushy floral note on the finish.","Energetic,Uplifted,Euphoric,Happy,Relaxed","Pungent, Lemon, Earthy",1412
1413,White Bastard,3.64,indica,"['pain', 'cramp', 'inflammation', 'spasticity', 'muscle', 'spasm']","Relaxed, Euphoric, Happy, Sleepy, Focused",Not Available,"White Bastard is an indica-dominant strain predominantly found east of the Rocky Mountains. It exemplifies its pungent parentage, DJ Short’s Blueberry and God Bud, through its strong aromas of blueberry intermixed with notes of earth, skunk, and forest. The effects are powerful and calming, imbuing the consumer with weighted relaxation and a creeping buzz that keeps the mind clear and the eyes squinted. Enjoy White Bastard throughout the day to combat ailments such as nausea, headaches, and moderate physical pain while preserving mental clarity.","Relaxed,Euphoric,Sleepy,Focused,Happy","Blueberry, Sweet, Pine",1413
1414,White Berry,2.95,indica,"['depression', 'pain', 'stress', 'nausea', 'headache', 'headache']","Relaxed, Euphoric, Happy, Creative, Aroused","Dizzy, Dry Mouth, Paranoid, Dry Eyes",White Berry's hybridized genetics create a complex and versatile strain. The typical result is a sativa head effect with an indica-style body sensation when consumed in higher quantities.,"Relaxed,Happy,Uplifted,Sleepy,Euphoric","Sweet, Earthy, Berry",1414
1415,White Bubblegum,5.0,indica,['nan'],Giggly,Not Available,"White Bubblegum by THClones is a sweet and sedative cross of frosty phenotypes. Bred by crossing Snow White and Bubble Gum, White Bubblegum (aka Big League Chew) is slightly earthy but primarily sweet in aroma and flavor. Notes of fruit and earth blossom into a tangy cotton candy medley on the tongue after combustion/vaporization. This indica-dominant strain caresses the limbs with a steady current of relaxing vibes. The euphoria can be motivating for some consumers, acting synergistically with the strain’s calming qualities.","Giggly,Aroused,Sleepy,Talkative,Tingly","Earthy, Sweet, Woody",1415
1416,White Buffalo,3.86,sativa,"['depression', 'pain', 'stress', 'lack', 'appetite', 'fatigue']","Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Dry Eyes, Anxious","White Buffalo is an 80/20 sativa-dominant cannabis strain that descends from a Romulan and a Blackberry Kush/Bay 11 hybrid. Like the sacred animal of Native American tradition, this White Buffalo is a cherished rarity that may only seldom migrate to your stash jar. Sweetly sour in flavor and covered in a snowy coat of crystal trichomes, White Buffalo provides a powerful blast of euphoria that may surprise any consumer expecting an active and uplifting sativa experience.","Happy,Uplifted,Euphoric,Energetic,Relaxed","Sweet, Berry, Spicy/Herbal",1416
1417,White Cheese,3.18,hybrid,"['depression', 'stress', 'nausea', 'headache', 'inflammation']","Relaxed, Euphoric, Happy, Focused","Dry Mouth, Dry Eyes","White Cheese from Zambeza Seeds is an indica-dominant hybrid that crosses Super Skunk and Afghani genetics. It carries the skunky cheese aroma with an earthy note and provides relaxing indica effects without being a total knock-out. Its euphoric buzz keeps away stress and anxiety. The short flowering cycle, compact nature, and large yields make White Cheese especially attractive to growers.","Relaxed,Creative,Talkative,Happy,Euphoric","Cheese, Pungent, Earthy",1417
1418,White Cookies,3.41,hybrid,"['insomnia', 'pain', 'stress', 'lack', 'appetite', 'headache', 'inflammation']","Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dry Mouth, Dry Eyes","White Cookies by Crop King Seeds is the hybrid cross of old school White Widow and new school Girl Scout Cookies. With potency and acclaim on either side of this cross, White Cookies utilizes the sweet, uplifting euphoria of the old school and masterfully blends it with new school OG elements that relax the body, creating a strain that is effective at curbing pain and enhancing mood. Enjoy White Cookies with a side of cookies as this strain can stimulate appetite, as well as soothe chronic pain and help mitigate stress.","Relaxed,Happy,Euphoric,Focused,Uplifted","Sweet, Earthy, Pungent",1418
1419,White Dawg,3.18,hybrid,"['depression', 'pain', 'stress', 'lack', 'appetite', 'fatigue']","Relaxed, Hungry, Euphoric, Talkative","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious",Parents are The White and Chem Dawg. Took 2nd in the Hybrid Cup of the Denver Medical Cannabis Cup.,"Relaxed,Uplifted,Happy,Giggly,Hungry","Spicy/Herbal, Minty, Earthy",1419
1420,White Diesel,3.18,hybrid,"['depression', 'pain', 'stress', 'lack', 'appetite', 'nausea', 'headache']","Relaxed, Euphoric, Talkative, Uplifted, Focused","Dizzy, Dry Mouth, Dry Eyes","White Diesel is a sativa-dominant hybrid that mixes the resinous White Widow with the pungent flavors of NYC Diesel. The buds from White Diesel produce a zesty combination of lemon, grapefruit, and the diesel fumes that we’ve come to expect from Sour Diesel varieties. The effects are a well-rounded mix of an uplifting sativa head buzz with mellow body relaxation. Medical patients enjoy White Diesel’s ability to ward off anxiety and depression, and for combatting migraines and gastrointestinal disorders.","Relaxed,Euphoric,Uplifted,Creative,Happy","Diesel, Pungent, Citrus",1420
1421,White Dragon,3.18,indica,"['depression', 'insomnia', 'pain', 'stress', 'fatigue']","Relaxed, Hungry, Euphoric, Happy, Talkative","Dizzy, Dry Mouth, Dry Eyes","White Dragon is a pure indica strain bred by Eva Seeds through crossing Northern Lights and an Afghani indica. The result is a strain so potent, White Dragon won Spannabis’ category for most resinous variety in 2012. Woody, earthy, and spicy notes give White Dragon a subtle aroma commonly found in the Kush family. An immediate wave of sedating relaxation and calming lethargy overcome the consumer, crushing sleeplessness, pain, and other severe symptoms. White Dragon buds finish flowering in 45 to 50 days indoors, or early October outdoors, and growers will be pleased to find heavy yields of THC-rich flowers waiting for them at harvest.","Relaxed,Happy,Hungry,Euphoric,Uplifted","Earthy, Woody, Lemon",1421
1422,White Dream,4.09,hybrid,"['depression', 'pain', 'stress', 'headache', 'inflammation']","Relaxed, Happy, Energetic, Uplifted, Focused",Not Available,"A cross between two epic sativa-dominant strains, Blue Dream and White Widow, White Dream is sure to please fans of potent hybrids as it has tested at over 24% THC. The effect is a combination of the energizing and creative cerebral high of the Blue Dream with the intense body buzz of the White Widow.","Relaxed,Energetic,Uplifted,Happy,Euphoric","Sweet, Citrus, Flowery",1422
1423,White Durban,4.09,sativa,"['depression', 'stress', 'lack', 'appetite', 'fatigue', 'headache']","Euphoric, Happy, Energetic, Uplifted, Focused",Not Available,"White Durban by Fireline is a beautiful sativa-dominant strain endowed with the speed of a cheetah wearing a supersonic jet engine. By combining Fireline’s own White Fire OG and the African landrace Durban Poison, a strain with potency and alacrity is created. This strain offers consumers one-of-a-kind stimulation that invigorates the body and brightens the mind. White Durban exhibits notes of sweet earth and fuel, and its buds come coated in a dense layer of glimmering trichomes. Enjoy this strain in small doses for euphoric mental energy and productive stimulation in the body. However, at higher doses, White Durban can overstimulate even the most seasoned cannabis consumer.","Energetic,Aroused,Tingly,Uplifted,Talkative","Diesel, Skunk, Earthy",1423
1424,White Elephant,3.64,hybrid,"['depression', 'insomnia', 'stress', 'headache', 'eye', 'pressure']","Relaxed, Euphoric, Happy, Uplifted, Sleepy",Dry Mouth,"White Elephant, an indica-dominant hybrid, combines the potency of White Widow with the sweetness of Purple Elephant. The relaxing yet energetic and uplifting effects combine with grape and berry flavors to give enjoyable relief to symptoms like stress and depression.","Relaxed,Happy,Uplifted,Euphoric,Sleepy","Sweet, Pungent, Earthy",1424
1425,White Empress,3.64,indica,"['depression', 'stress', 'fatigue']","Relaxed, Euphoric, Happy, Uplifted, Sleepy",Not Available,"White Empress is a beautifully flavorful and potent indica-dominant strain. With a flavor profile that is repeatedly described as citrus candy or Orange Ocean Spray, this strain is a pleasurable addition to anyone's cannabis collection, if only for how delicious it tastes. Its effects are euphoric yet calming, and are well-suited for patients suffering from nausea, restlessness, and general mental fatigue. Enjoy White Empress with care, as she has been known to reach well over 20% THC.","Energetic,Euphoric,Happy,Relaxed,Sleepy","Citrus, Earthy, Sweet",1425
